donor_id,name,age,gender,blood_type,location,latitude,longitude,last_donation_date,availability_status,health_conditions,contact_number,donation_frequency,responsiveness_score,base_availability_score
DON_000505,Donor_505,18,Male,AB+,"Bangalore, India",12.962383468802217,77.5989857929092,2025-08-02,Unavailable,None,+91-9196545325,3,0.8685816125413478,0.0
DON_000506,Donor_506,18,Female,AB+,"Kolkata, India",22.578281840033405,88.35693979838399,2023-09-29,Available,None,+91-7496694873,3,0.47017028698790314,1.0
DON_000507,Donor_507,50,Female,B+,"Mumbai, India",19.058596321743856,72.87430688812863,2025-08-08,Unavailable,None,+91-8654401763,3,0.10011993070032427,0.0
DON_000508,Donor_508,34,Male,B+,"Kolkata, India",22.5657432508241,88.3721029837451,2025-01-20,Available,None,+91-9476426797,2,0.5404870788620703,1.0
DON_000509,Donor_509,23,Male,O+,"Mumbai, India",19.09166509126706,72.88161209327238,2025-06-07,Available,None,+91-7816382125,2,0.8843518412008035,1.0
DON_000510,Donor_510,41,Female,B+,"Mumbai, India",19.092625550811142,72.87529039417144,2025-01-18,Available,None,+91-8094024844,1,0.44941929389862795,1.0
DON_000511,Donor_511,49,Male,AB+,"Delhi, India",28.69940235535663,77.0886856734747,2024-03-29,Available,None,+91-7190638698,4,0.27474483821544277,1.0
DON_000512,Donor_512,37,Male,O+,"Bangalore, India",12.985911521177618,77.59199963749819,2025-08-11,Unavailable,None,+91-8872852789,1,0.7872325644610436,0.0
DON_000513,Donor_513,24,Male,B+,"Delhi, India",28.72150941486597,77.10742239464466,2024-12-19,Available,None,+91-7007263971,1,0.8836040918582849,1.0
DON_000514,Donor_514,23,Female,O+,"Bangalore, India",12.978417434088152,77.604225028858,2023-10-23,Available,None,+91-9233040884,1,0.30255537551392,1.0
DON_000515,Donor_515,20,Female,B-,"Bangalore, India",12.955375346691074,77.59825394241925,2024-04-25,Available,None,+91-9312633708,2,0.7859886649155133,1.0
DON_000516,Donor_516,34,Male,B+,"Mumbai, India",19.072066177022553,72.87007582049398,2025-08-12,Unavailable,Diabetes,+91-9950028965,2,0.1310386666848767,0.0
DON_000517,Donor_517,25,Male,B+,"Mumbai, India",19.09396665201675,72.88367072561012,2024-08-28,Unavailable,Tuberculosis,+91-9880327491,1,0.6636817181824297,0.3
DON_000518,Donor_518,21,Male,O+,"Chennai, India",13.08921711076597,80.26984391951072,2025-03-24,Unavailable,Anemia,+91-7846259450,0,0.4330404601325895,0.3
DON_000519,Donor_519,39,Male,B-,"Delhi, India",28.70594416569427,77.09530010466779,2024-01-09,Unavailable,HIV/AIDS,+91-8564319318,3,0.7583995998759029,0.3
DON_000520,Donor_520,23,Male,O+,"Hyderabad, India",17.382317018229422,78.48844543059953,2025-01-13,Available,None,+91-8852408227,3,0.5438091718364808,1.0
DON_000521,Donor_521,18,Male,AB+,"Mumbai, India",19.05823174338424,72.88243145453268,2025-04-29,Unavailable,Hepatitis,+91-7300535210,3,0.6656333352372235,0.3
DON_000522,Donor_522,26,Male,A+,"Hyderabad, India",17.373403793884602,78.48414549568618,2025-06-20,Available,None,+91-9852879124,3,0.3483766408939577,1.0
DON_000523,Donor_523,49,Male,B+,"Chennai, India",13.097296548295857,80.28118399887813,2025-01-27,Available,None,+91-8418198351,1,0.04549558499223802,1.0
DON_000524,Donor_524,34,Male,A+,"Hyderabad, India",17.3803001742667,78.48864929573811,2025-02-08,Available,None,+91-9676432103,3,0.6879404514619103,1.0
DON_000525,Donor_525,51,Female,O+,"Hyderabad, India",17.37007537729994,78.49329652298778,2025-02-09,Unavailable,Anemia,+91-8348257414,4,0.8710479231396537,0.3
DON_000526,Donor_526,29,Male,A+,"Mumbai, India",19.07758094875867,72.8776769421263,2025-06-05,Available,None,+91-9849227494,3,0.033279907670512095,1.0
DON_000527,Donor_527,34,Female,A+,"Bangalore, India",12.96063124920616,77.60282066078032,2025-04-07,Available,None,+91-7535261654,3,0.48730684453022083,1.0
DON_000528,Donor_528,45,Male,B-,"Kolkata, India",22.55923997107565,88.36447864047427,2025-07-31,Unavailable,None,+91-8289874320,2,0.5579438132144634,0.0
DON_000529,Donor_529,31,Male,O-,"Delhi, India",28.726594375841962,77.09342386466767,2025-01-24,Available,None,+91-9178074590,1,0.2629589697725038,1.0
DON_000530,Donor_530,49,Male,O+,"Delhi, India",28.698243781648344,77.10691662564187,2025-04-04,Available,None,+91-8328367510,1,0.6896854822048937,1.0
DON_000531,Donor_531,18,Male,B+,"Bangalore, India",12.966062910069242,77.58739266012824,2025-07-11,Unavailable,None,+91-9864283209,3,0.8580312053505053,0.0
DON_000532,Donor_532,34,Male,O+,"Delhi, India",28.70871518046378,77.11178090610991,2025-07-24,Unavailable,Diabetes,+91-8754034197,1,0.3475668522102567,0.0
DON_000533,Donor_533,18,Male,O+,"Mumbai, India",19.064795820810637,72.87015133803429,2025-07-14,Unavailable,None,+91-8400944900,2,0.7703263043729813,0.0
DON_000534,Donor_534,35,Female,B+,"Mumbai, India",19.088094944936447,72.87758484911924,2025-01-01,Unavailable,Hypertension,+91-8728296502,2,0.1373117550484341,0.3
DON_000535,Donor_535,47,Male,A+,"Mumbai, India",19.072991740439676,72.86142688272054,2025-05-24,Unavailable,Anemia,+91-9994487334,2,0.37981842982250763,0.3
DON_000536,Donor_536,37,Male,O+,"Mumbai, India",19.076161208974607,72.86525513550112,2025-03-13,Available,None,+91-8269829408,2,0.744418559915708,1.0
DON_000537,Donor_537,40,Male,O+,"Kolkata, India",22.578321257176086,88.36985931347039,2024-09-07,Available,None,+91-9381183483,1,0.42038859391995437,1.0
DON_000538,Donor_538,31,Male,O+,"Delhi, India",28.696860918108456,77.11318792321394,2025-03-27,Available,None,+91-7546696950,1,0.19856436031144392,1.0
DON_000539,Donor_539,19,Male,B+,"Bangalore, India",12.971810927478506,77.58328932764498,2024-12-26,Available,None,+91-7823946934,2,0.7174480533671723,1.0
DON_000540,Donor_540,34,Female,O+,"Bangalore, India",12.958588907336088,77.60752053632227,2023-04-04,Available,None,+91-8805803262,3,0.34926469299783436,1.0
DON_000541,Donor_541,19,Female,B+,"Delhi, India",28.695841997499123,77.08998393343029,2025-03-19,Available,None,+91-9855850145,0,0.876439579321497,1.0
DON_000542,Donor_542,54,Male,B-,"Mumbai, India",19.081889111175755,72.87965076925423,2025-04-17,Available,None,+91-8628416575,1,0.45119397931696625,1.0
DON_000543,Donor_543,41,Male,O+,"Kolkata, India",22.57580997563686,88.37392236166703,2025-04-28,Available,None,+91-9909058412,2,0.602367945915768,1.0
DON_000544,Donor_544,53,Female,B+,"Hyderabad, India",17.380003645968877,78.48608770624799,2025-07-26,Unavailable,None,+91-7747441732,0,0.6042018803682125,0.0
DON_000545,Donor_545,46,Female,A+,"Chennai, India",13.074303083396389,80.27784745649889,2025-06-14,Available,None,+91-9643616431,3,0.4638096141342837,1.0
DON_000546,Donor_546,32,Female,A+,"Bangalore, India",12.992087082576989,77.578345077298,2025-02-24,Available,None,+91-9444288473,6,0.6725935177791834,1.0
DON_000547,Donor_547,28,Female,AB+,"Mumbai, India",19.070681222497107,72.88816257213438,2025-03-11,Available,None,+91-8292569882,1,0.7904674118624911,1.0
DON_000548,Donor_548,54,Female,O+,"Hyderabad, India",17.368702668347538,78.49226309012036,2025-05-24,Available,None,+91-8744079573,4,0.4818967578305776,1.0
DON_000549,Donor_549,18,Male,A+,"Hyderabad, India",17.391869566320988,78.49155715841354,2025-03-04,Unavailable,Anemia,+91-9353372386,2,0.33598276920274384,0.3
DON_000550,Donor_550,54,Male,O+,"Bangalore, India",12.984507055153122,77.60856347503912,2025-06-24,Available,None,+91-7001743499,2,0.4301405829261567,1.0
DON_000551,Donor_551,31,Female,B+,"Kolkata, India",22.57044593872029,88.36443059312933,2024-10-18,Available,None,+91-8305132983,1,0.8815501595444144,1.0
DON_000552,Donor_552,45,Female,B+,"Bangalore, India",12.959019800887337,77.60339138324039,2025-06-07,Available,None,+91-8232285036,3,0.3966464218600096,1.0
DON_000553,Donor_553,34,Male,B+,"Delhi, India",28.716573852919748,77.09409507014495,2025-03-24,Available,None,+91-7902727745,3,0.7064080259364605,1.0
DON_000554,Donor_554,43,Male,O+,"Kolkata, India",22.57453448574992,88.37699865169434,2025-06-28,Unavailable,None,+91-8846355528,0,0.9511238950708426,0.0
DON_000555,Donor_555,34,Male,B-,"Hyderabad, India",17.388097267791363,78.49145751991831,2025-07-05,Unavailable,None,+91-9491015654,3,0.3921601924964295,0.0
DON_000556,Donor_556,42,Male,A+,"Chennai, India",13.074949550369839,80.2678244188985,2024-12-04,Unavailable,Diabetes,+91-9605591588,1,0.014018525896369134,0.3
DON_000557,Donor_557,22,Female,O+,"Bangalore, India",12.964606965608976,77.59874625399267,2025-05-10,Available,None,+91-9811939242,4,0.9433271347140436,1.0
DON_000558,Donor_558,25,Female,O+,"Chennai, India",13.083034434679732,80.29157745985876,2024-03-22,Available,None,+91-8384049914,2,0.3806789214341386,1.0
DON_000559,Donor_559,29,Female,B+,"Kolkata, India",22.55989637953675,88.37544693766716,2025-05-16,Available,None,+91-8997109065,3,0.12855902709138994,1.0
DON_000560,Donor_560,63,Male,O+,"Kolkata, India",22.593199179084145,88.3637795644704,2025-04-14,Unavailable,Diabetes,+91-8897456484,2,0.1721365094085254,0.3
DON_000561,Donor_561,21,Male,O+,"Kolkata, India",22.57948205306453,88.35946393169793,2025-03-06,Available,None,+91-8899061865,4,0.3980338130820625,1.0
DON_000562,Donor_562,24,Male,AB+,"Bangalore, India",12.981268071042505,77.59896732555565,2025-08-19,Unavailable,None,+91-9901796894,1,0.2195006391589275,0.0
DON_000563,Donor_563,39,Male,A+,"Kolkata, India",22.57112860495186,88.357333759292,2025-01-28,Available,None,+91-7917840538,3,0.7740727187108667,1.0
DON_000564,Donor_564,45,Female,O+,"Mumbai, India",19.068960836745845,72.89456596136023,2025-03-13,Available,None,+91-9195475598,3,0.291891167551452,1.0
DON_000565,Donor_565,31,Male,O+,"Mumbai, India",19.069740839823154,72.8679174506194,2025-04-19,Available,None,+91-9032319170,3,0.6492739322432644,1.0
DON_000566,Donor_566,36,Male,O+,"Chennai, India",13.05225343460757,80.28219715329227,2025-06-10,Available,None,+91-7728818981,1,0.3368072571488635,1.0
DON_000567,Donor_567,40,Male,O+,"Delhi, India",28.699879281149105,77.10286499931827,2025-07-23,Unavailable,None,+91-9829742424,2,0.839054402679155,0.0
DON_000568,Donor_568,33,Female,A+,"Mumbai, India",19.098725364418996,72.88011802071556,2024-09-17,Unavailable,Diabetes,+91-7364194056,3,0.14133083882688302,0.3
DON_000569,Donor_569,38,Female,O+,"Delhi, India",28.695878343933106,77.08962394716347,2025-04-20,Unavailable,Hypertension,+91-8218853328,2,0.8020916707206618,0.3
DON_000570,Donor_570,24,Male,O+,"Hyderabad, India",17.382131945906668,78.47910326982247,2025-05-29,Available,None,+91-9213849513,2,0.8945799042877951,1.0
DON_000571,Donor_571,42,Male,AB+,"Chennai, India",13.087404829961292,80.29042344479083,2024-12-02,Available,None,+91-9851230518,2,0.5281726646730749,1.0
DON_000572,Donor_572,40,Male,AB-,"Chennai, India",13.085841294964508,80.2760166559594,2024-08-27,Available,None,+91-9718460279,1,0.654198180753404,1.0
DON_000573,Donor_573,40,Male,O-,"Chennai, India",13.086513528345805,80.28435526462526,2025-04-10,Unavailable,Hypertension,+91-9659704908,1,0.8766695616930625,0.3
DON_000574,Donor_574,27,Male,O-,"Mumbai, India",19.058848800453053,72.88822211155957,2025-07-01,Unavailable,None,+91-8439622619,2,0.48370676599209256,0.0
DON_000575,Donor_575,36,Female,O+,"Delhi, India",28.68643401280586,77.09923464147467,2025-03-30,Unavailable,Malaria,+91-7401094954,3,0.23801083334285522,0.3
DON_000576,Donor_576,20,Male,B+,"Mumbai, India",19.093649138055508,72.90562208867911,2025-04-15,Available,None,+91-8008752943,2,0.34928037427755937,1.0
DON_000577,Donor_577,36,Male,B+,"Kolkata, India",22.562032905516368,88.35480310211592,2024-11-23,Available,None,+91-9889635392,4,0.8138104425694656,1.0
DON_000578,Donor_578,44,Male,A+,"Mumbai, India",19.07276957631227,72.87402762999201,2025-08-01,Unavailable,None,+91-8333241445,2,0.4918841509862163,0.0
DON_000579,Donor_579,29,Male,O-,"Chennai, India",13.082133879127356,80.24824414102436,2025-06-06,Available,None,+91-7964824319,0,0.387066638115764,1.0
DON_000580,Donor_580,37,Male,A+,"Hyderabad, India",17.387506282321034,78.4947857100689,2025-07-10,Unavailable,HIV/AIDS,+91-7855256552,4,0.5637551956204229,0.0
DON_000581,Donor_581,31,Male,O+,"Delhi, India",28.68916569263965,77.11003417473422,2025-07-16,Unavailable,None,+91-7632880459,2,0.3239063081920916,0.0
DON_000582,Donor_582,36,Male,B+,"Mumbai, India",19.07465874620955,72.86405351326131,2025-03-04,Available,None,+91-7104906255,1,0.32237139344413795,1.0
DON_000583,Donor_583,37,Male,B+,"Bangalore, India",12.967566202540313,77.61486739678485,2024-04-04,Available,None,+91-7198486416,0,0.6078361510216679,1.0
DON_000584,Donor_584,24,Female,O+,"Bangalore, India",12.985503331835321,77.60775887267046,2025-07-14,Unavailable,None,+91-8051590706,2,0.5997687572101589,0.0
DON_000585,Donor_585,58,Male,AB+,"Mumbai, India",19.085916471684147,72.86902024577472,2025-01-21,Available,None,+91-9040695043,1,0.5108353026039365,1.0
DON_000586,Donor_586,32,Male,O+,"Delhi, India",28.698970653982215,77.10738613096417,2025-06-07,Unavailable,Diabetes,+91-9625401719,1,0.5417000422231186,0.3
DON_000587,Donor_587,18,Female,B+,"Mumbai, India",19.06862444035353,72.88959226461256,2024-12-22,Available,None,+91-7312794864,1,0.5251625603114247,1.0
DON_000588,Donor_588,43,Female,B+,"Mumbai, India",19.06844501116866,72.87668013345407,2024-12-23,Available,None,+91-8955997540,2,0.5408148652284391,1.0
DON_000589,Donor_589,52,Male,B+,"Bangalore, India",12.96428745431187,77.59415994455058,2024-08-15,Available,None,+91-8780010572,1,0.31235265968849757,1.0
DON_000590,Donor_590,30,Male,B+,"Bangalore, India",12.963568891660467,77.58728142691584,2025-06-12,Available,None,+91-9704821724,3,0.1776041359152106,1.0
DON_000591,Donor_591,65,Female,O+,"Bangalore, India",12.96306600525961,77.60171957466717,2024-10-19,Available,None,+91-9472487690,1,0.4645877963197387,1.0
DON_000592,Donor_592,23,Female,B+,"Chennai, India",13.092153117712359,80.26517430653881,2025-05-24,Available,None,+91-7835092972,3,0.08631330612078167,1.0
DON_000593,Donor_593,18,Male,O+,"Delhi, India",28.695704724419823,77.10821031464398,2024-09-30,Unavailable,Tuberculosis,+91-9990818727,3,0.6757392131564084,0.3
DON_000594,Donor_594,42,Male,A+,"Hyderabad, India",17.38078391414689,78.4929597047499,2025-06-05,Available,None,+91-8649174966,0,0.15701756933149388,1.0
DON_000595,Donor_595,33,Male,O+,"Delhi, India",28.708196853437467,77.0965300641158,2025-07-18,Unavailable,Diabetes,+91-9123333781,4,0.30827265666726006,0.0
DON_000596,Donor_596,52,Female,A+,"Chennai, India",13.091207193944607,80.28084254857116,2025-08-17,Unavailable,None,+91-8716495971,1,0.3886735829400891,0.0
DON_000597,Donor_597,42,Male,O+,"Kolkata, India",22.58013384459985,88.36523789062865,2025-06-05,Available,None,+91-8047905204,2,0.47656039670783523,1.0
DON_000598,Donor_598,41,Female,A-,"Mumbai, India",19.060537220810186,72.89094185237145,2024-12-02,Available,None,+91-7633814084,1,0.7568570073927329,1.0
DON_000599,Donor_599,53,Female,B+,"Chennai, India",13.082823650951367,80.29780331644335,2025-08-04,Unavailable,None,+91-9817747689,1,0.38293257198128794,0.0
DON_000600,Donor_600,41,Female,A+,"Delhi, India",28.694083781345096,77.10336959702038,2024-04-28,Unavailable,Hypertension,+91-9953315788,1,0.3253636914932199,0.3
DON_000601,Donor_601,28,Female,B-,"Chennai, India",13.094040005008148,80.28537850444998,2025-03-10,Available,None,+91-7023814791,1,0.4835526045939558,1.0
DON_000602,Donor_602,34,Male,B+,"Chennai, India",13.076332048984506,80.27418106814716,2025-02-07,Available,None,+91-7457788949,3,0.7992694461462769,1.0
DON_000603,Donor_603,48,Male,B+,"Bangalore, India",12.982877880271117,77.57550528982098,2025-02-15,Unavailable,Tuberculosis,+91-8825989011,0,0.4517538347175016,0.3
DON_000604,Donor_604,43,Male,O-,"Bangalore, India",12.973043100194351,77.57626294232371,2024-04-20,Unavailable,Hypertension,+91-7939915527,1,0.2658277812925267,0.3
DON_000605,Donor_605,24,Male,O+,"Mumbai, India",19.0791955410122,72.87191048242651,2025-05-29,Unavailable,Diabetes,+91-7755427535,2,0.2513643999149317,0.3
DON_000606,Donor_606,24,Female,O+,"Hyderabad, India",17.384411671458686,78.4844906827506,2025-01-04,Unavailable,Diabetes,+91-9988918316,0,0.4691823742034969,0.3
DON_000607,Donor_607,37,Female,B+,"Hyderabad, India",17.406936026156103,78.48394048548303,2025-08-20,Unavailable,None,+91-9224611603,0,0.4599222337967979,0.0
DON_000608,Donor_608,30,Male,B+,"Delhi, India",28.707702260370773,77.10791321294009,2024-08-18,Available,None,+91-8995226582,2,0.4286322707527762,1.0
DON_000609,Donor_609,22,Male,O+,"Bangalore, India",12.963671363949278,77.58304548206182,2025-05-08,Available,None,+91-7215686308,2,0.16779085381526052,1.0
DON_000610,Donor_610,43,Male,B+,"Bangalore, India",12.958399228122627,77.59221247397936,2025-03-30,Available,None,+91-9394039673,2,0.313724854808142,1.0
DON_000611,Donor_611,50,Female,A+,"Delhi, India",28.717313162028034,77.1158043234438,2025-03-07,Available,None,+91-8070298438,4,0.5301472350360518,1.0
DON_000612,Donor_612,33,Male,O-,"Hyderabad, India",17.39755105416583,78.49356709204349,2024-03-11,Available,None,+91-7521231222,1,0.3853462992475832,1.0
DON_000613,Donor_613,40,Female,B-,"Delhi, India",28.699527814606807,77.10550749017182,2025-04-17,Available,None,+91-8960488639,0,0.6092860934388675,1.0
DON_000614,Donor_614,44,Female,O+,"Kolkata, India",22.57573723182897,88.34905395208081,2024-08-07,Unavailable,Anemia,+91-7572687073,3,0.2874778590536727,0.3
DON_000615,Donor_615,42,Male,O+,"Chennai, India",13.079853744957465,80.25943572311118,2023-07-24,Unavailable,Hypertension,+91-8995627518,3,0.47882705067500136,0.3
DON_000616,Donor_616,24,Male,B+,"Mumbai, India",19.076599132370912,72.88094177308598,2025-07-23,Unavailable,None,+91-9867224513,6,0.4503517050028703,0.0
DON_000617,Donor_617,58,Male,O+,"Bangalore, India",12.967799631537106,77.60798777970422,2025-01-06,Available,None,+91-9281194061,2,0.45133942778048786,1.0
DON_000618,Donor_618,18,Female,O+,"Mumbai, India",19.07527142311159,72.89659278795504,2023-11-15,Available,None,+91-9400565848,3,0.8606927167785313,1.0
DON_000619,Donor_619,37,Male,A+,"Mumbai, India",19.0757571350433,72.8838051100236,2025-06-30,Unavailable,Anemia,+91-9557448229,1,0.17517809390297112,0.0
DON_000620,Donor_620,19,Male,O+,"Mumbai, India",19.08278019915467,72.88438213254436,2025-07-29,Unavailable,None,+91-8362784338,2,0.6475738182153021,0.0
DON_000621,Donor_621,48,Male,O-,"Mumbai, India",19.085778475646542,72.8852524299899,2025-06-22,Available,None,+91-8900838388,2,0.22054275618211308,1.0
DON_000622,Donor_622,32,Male,B+,"Delhi, India",28.699950837218797,77.11751952965189,2025-04-18,Available,None,+91-9631321682,1,0.1550300595942262,1.0
DON_000623,Donor_623,51,Female,B+,"Delhi, India",28.713559295852704,77.09989580466848,2025-05-28,Available,None,+91-9168005699,3,0.8755526126067049,1.0
DON_000624,Donor_624,39,Female,A+,"Chennai, India",13.077320214711781,80.2753644459684,2025-07-11,Unavailable,None,+91-8832837596,1,0.5264921378296288,0.0
DON_000625,Donor_625,35,Female,B+,"Mumbai, India",19.08525676757714,72.89580302610004,2025-03-21,Unavailable,HIV/AIDS,+91-9353092123,3,0.2649229316616254,0.3
DON_000626,Donor_626,39,Female,O+,"Delhi, India",28.68425312058554,77.09982862514059,2025-04-13,Available,None,+91-8915184358,5,0.27102817821005976,1.0
DON_000627,Donor_627,40,Female,O+,"Chennai, India",13.082740419578233,80.28223502849782,2025-06-29,Unavailable,None,+91-7683577992,2,0.23654389177824242,0.0
DON_000628,Donor_628,48,Female,B-,"Hyderabad, India",17.408232669844548,78.482989432852,2025-08-13,Unavailable,None,+91-9038711176,1,0.1603437486468584,0.0
DON_000629,Donor_629,29,Male,B+,"Delhi, India",28.702502515020086,77.10322743328697,2024-05-10,Unavailable,Hypertension,+91-8933034905,0,0.8190015258655837,0.3
DON_000630,Donor_630,21,Male,O+,"Chennai, India",13.087381519796843,80.27327237750677,2025-04-23,Unavailable,Tuberculosis,+91-8113219231,2,0.4271820003769158,0.3
DON_000631,Donor_631,38,Male,A-,"Delhi, India",28.6906385927742,77.09619951568652,2024-02-15,Available,None,+91-8061886576,3,0.4215142258844353,1.0
DON_000632,Donor_632,26,Male,O+,"Bangalore, India",12.95348408179665,77.584550240849,2024-08-15,Unavailable,Diabetes,+91-9738735023,1,0.2413072824782927,0.3
DON_000633,Donor_633,21,Female,O-,"Delhi, India",28.716853734072632,77.09706579570224,2025-04-22,Unavailable,Hepatitis,+91-8191043170,3,0.5887515689206714,0.3
DON_000634,Donor_634,50,Male,A+,"Hyderabad, India",17.36876194688528,78.49949039916459,2024-07-23,Unavailable,Malaria,+91-9238965651,1,0.7586825564682668,0.3
DON_000635,Donor_635,35,Male,AB-,"Bangalore, India",12.972511248672534,77.61557695189005,2025-07-16,Unavailable,None,+91-9081328344,4,0.6671387769658956,0.0
DON_000636,Donor_636,42,Male,O+,"Chennai, India",13.077968784953907,80.26358693320002,2025-04-16,Available,None,+91-9691864041,2,0.4383164878679549,1.0
DON_000637,Donor_637,55,Male,AB+,"Chennai, India",13.085206316743415,80.25417757322647,2025-07-03,Unavailable,None,+91-8027553177,3,0.8993588055247608,0.0
DON_000638,Donor_638,46,Female,AB+,"Delhi, India",28.690214897510828,77.09357515980868,2024-09-26,Available,None,+91-8179387055,1,0.6782918427673132,1.0
DON_000639,Donor_639,18,Male,A+,"Chennai, India",13.082596477100923,80.25434321031,2024-09-09,Unavailable,Tuberculosis,+91-8889238423,2,0.4699168554948833,0.3
DON_000640,Donor_640,31,Male,O+,"Bangalore, India",12.98281689142388,77.59689094831646,2025-04-16,Available,None,+91-7332788471,3,0.25518658298987684,1.0
DON_000641,Donor_641,31,Female,B+,"Delhi, India",28.71202711017734,77.10421409795904,2025-08-11,Unavailable,None,+91-8227193073,1,0.7000874084308674,0.0
DON_000642,Donor_642,42,Male,O+,"Mumbai, India",19.067357147380594,72.88905620585491,2025-07-03,Unavailable,None,+91-8007142260,1,0.7158081556161574,0.0
DON_000643,Donor_643,31,Male,B+,"Chennai, India",13.08153595100539,80.2795239708979,2025-06-24,Available,None,+91-8167007513,2,0.37107753025192447,1.0
DON_000644,Donor_644,47,Male,A+,"Hyderabad, India",17.370758323998125,78.50581606067063,2025-05-11,Available,None,+91-8442454200,2,0.5053447526205366,1.0
DON_000645,Donor_645,27,Male,B+,"Mumbai, India",19.062760489157807,72.89288322824568,2025-03-03,Unavailable,Diabetes,+91-8373142116,5,0.8790223345575866,0.3
DON_000646,Donor_646,41,Male,O+,"Hyderabad, India",17.402616750951942,78.49893606883458,2025-06-15,Unavailable,Tuberculosis,+91-9319936135,0,0.5542659822172317,0.3
DON_000647,Donor_647,29,Male,O-,"Hyderabad, India",17.384839459607516,78.50071104065464,2023-10-15,Unavailable,HIV/AIDS,+91-7346078411,0,0.6232444193830758,0.3
DON_000648,Donor_648,65,Male,O+,"Hyderabad, India",17.38443211404114,78.47779564247057,2024-11-01,Available,None,+91-7594312071,3,0.442922659728974,1.0
DON_000649,Donor_649,28,Female,B-,"Delhi, India",28.67969295985225,77.09786582428885,2025-07-10,Unavailable,None,+91-7647812758,5,0.33499921595379634,0.0
DON_000650,Donor_650,22,Male,A+,"Hyderabad, India",17.370840868704633,78.47298685823894,2024-01-08,Available,None,+91-7993260504,2,0.6818279637082288,1.0
DON_000651,Donor_651,34,Female,A+,"Delhi, India",28.71574990882564,77.10139467092513,2025-03-21,Unavailable,Anemia,+91-8645124051,2,0.555667264712457,0.3
DON_000652,Donor_652,43,Male,B+,"Bangalore, India",12.966100751675357,77.58949936049903,2025-04-28,Available,None,+91-9980491761,3,0.3306186850021617,1.0
DON_000653,Donor_653,38,Male,O+,"Bangalore, India",12.962324898152902,77.59617634558441,2024-02-12,Available,None,+91-7656293602,2,0.5203887377867568,1.0
DON_000654,Donor_654,37,Female,B+,"Chennai, India",13.084131002076433,80.2607170694168,2025-05-29,Available,None,+91-7918920620,1,0.5721953504685934,1.0
DON_000655,Donor_655,38,Female,A-,"Mumbai, India",19.083321512260547,72.88107612592556,2025-06-21,Available,None,+91-7275860817,0,0.7111508943606031,1.0
DON_000656,Donor_656,43,Male,B+,"Delhi, India",28.699435685876388,77.09825073164444,2025-07-16,Unavailable,None,+91-8781844052,4,0.7401203078524666,0.0
DON_000657,Donor_657,26,Male,B+,"Bangalore, India",12.9925339572505,77.59877095324423,2024-08-08,Unavailable,Anemia,+91-8750625978,1,0.4351672328358152,0.3
DON_000658,Donor_658,23,Male,A+,"Delhi, India",28.72915448905357,77.09798358910824,2025-01-10,Available,None,+91-8421124738,2,0.39495123335889804,1.0
DON_000659,Donor_659,57,Male,O+,"Mumbai, India",19.076049105585636,72.87337698814191,2025-08-19,Unavailable,None,+91-9330497115,2,0.308375017124492,0.0
DON_000660,Donor_660,37,Male,O+,"Chennai, India",13.07946091146784,80.2728187917883,2025-06-05,Unavailable,Hypertension,+91-9001129658,2,0.6230618010162199,0.3
DON_000661,Donor_661,47,Male,B-,"Kolkata, India",22.589576237797093,88.35435576900358,2025-08-04,Unavailable,None,+91-8785736751,3,0.30477677783935997,0.0
DON_000662,Donor_662,42,Male,B+,"Mumbai, India",19.076462418250184,72.86079803782367,2024-02-11,Available,None,+91-7267429212,2,0.16191541445887167,1.0
DON_000663,Donor_663,35,Female,A+,"Bangalore, India",12.973684919705756,77.59461462854814,2024-09-07,Available,None,+91-7888346940,2,0.4254661004250762,1.0
DON_000664,Donor_664,26,Male,A+,"Chennai, India",13.082863742419313,80.26083057263499,2025-06-22,Available,None,+91-8804502687,1,0.37373413870367755,1.0
DON_000665,Donor_665,18,Male,A+,"Bangalore, India",12.977834079739951,77.60914826174147,2025-06-22,Unavailable,HIV/AIDS,+91-8672790155,2,0.6130442357223138,0.3
DON_000666,Donor_666,18,Male,A+,"Mumbai, India",19.072158183342932,72.87007866551487,2025-06-21,Unavailable,Hypertension,+91-9508601974,0,0.25406592318670146,0.3
DON_000667,Donor_667,65,Female,A+,"Bangalore, India",12.977362996530406,77.59448002655373,2025-05-17,Available,None,+91-9987248494,2,0.7935750584897544,1.0
DON_000668,Donor_668,23,Female,O+,"Chennai, India",13.092919627766783,80.27281209399224,2025-03-11,Available,None,+91-7083889094,0,0.23539333048168104,1.0
DON_000669,Donor_669,30,Male,A+,"Delhi, India",28.71556487158733,77.09113359116533,2025-07-13,Unavailable,HIV/AIDS,+91-9472571231,1,0.41926935368941726,0.0
DON_000670,Donor_670,19,Female,O+,"Kolkata, India",22.575121948542343,88.34419691418648,2025-07-06,Unavailable,Heart Disease,+91-8633724084,1,0.8471109118688018,0.0
DON_000671,Donor_671,18,Female,O+,"Mumbai, India",19.0642579770428,72.8847637069725,2025-03-19,Available,None,+91-9048612358,1,0.3259658659405982,1.0
DON_000672,Donor_672,33,Female,B+,"Bangalore, India",12.982512989562952,77.59401862705501,2025-01-20,Available,None,+91-7025323460,2,0.48119145345799247,1.0
DON_000673,Donor_673,42,Female,O+,"Bangalore, India",12.974871705528779,77.59657423047693,2025-04-05,Available,None,+91-8510792572,2,0.31609046484660236,1.0
